,EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,Salary,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,MeanHrsWorked,MaxHrsWorked,SumHrsWorked,StdHrsWorked,SickDays,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,PaytoEffortRatio,SatisfactionRatio,DevelopmentRatio,FlightRatio,AgeGroup
4105,4131,41,0,Travel_Rarely,Research & Development,0.621371,5,Medical,Male,1,Healthcare Representative,Divorced,56860.86862764,2.0,13,0,14.0,3,5,0,4,6.4926204819275,7.9625,1616.6625,1.9940686149341669,21,3.0,2.0,3.0,3,3,35.171761964937026,2.7723782793255523,4.0,0.0476190476190476,36-41
4106,4132,32,0,Travel_Rarely,Sales,5.592339,4,Life Sciences,Female,2,Research Scientist,Single,80379.89490636,1.0,11,0,4.0,3,4,1,2,6.313373493975833,7.4425,1572.03,1.5110307801519445,13,4.0,1.0,3.0,3,3,51.13127288051755,1.900727085360988,2.5,0.0625,30-35
4107,4133,35,0,Travel_Rarely,Research & Development,9.941936,3,Medical,Female,2,Healthcare Representative,Single,33355.77542136,1.0,16,1,9.0,3,9,1,7,10.139349620705,11.391666666666667,2524.698055555556,1.8737332885972224,8,3.0,4.0,3.0,3,3,13.211787979145138,3.5505235884643342,3.0,0.037037037037037,30-35
4108,4134,38,0,Travel_Rarely,Research & Development,14.291533,3,Medical,Male,3,Sales Representative,Married,54394.71480576,1.0,22,0,10.0,3,10,1,9,6.537607095046667,7.7575,1627.8641666666667,1.6276688866330555,14,1.0,4.0,3.0,2,4,33.41477496684664,1.835533984459239,3.0,0.1,36-41
4109,4135,50,1,Travel_Frequently,Sales,2.485484,2,Life Sciences,Female,2,Laboratory Technician,Divorced,234061.68391956,7.0,14,1,12.0,2,6,0,1,6.956659973226111,7.896666666666666,1732.2083333333333,1.3002076420575002,8,2.0,3.0,3.0,2,3,135.12328708703822,2.5874485844178183,5.0,0.2916666666666667,48-53
4110,4136,36,0,Travel_Rarely,Research & Development,13.670162,4,Life Sciences,Male,1,Healthcare Representative,Married,41102.563698,4.0,14,0,8.0,1,6,0,0,5.925027889335,6.995,1475.3319444444444,1.5331848499375,15,2.0,4.0,2.0,2,3,27.8598750964331,2.700409229937949,2.0,0.25,36-41
4111,4137,45,0,Travel_Rarely,Sales,14.912904,3,Life Sciences,Male,1,Laboratory Technician,Single,50563.11988476,8.0,16,1,8.0,2,5,0,1,5.761374386434445,6.966666666666667,1434.5822222222223,1.4361780820716668,14,4.0,3.0,3.0,4,3,35.245884900508386,6.248509051028604,4.0,0.25,42-47
4112,4138,40,0,Travel_Rarely,Sales,6.21371,4,Life Sciences,Male,1,Research Scientist,Single,130441.42418328,2.0,11,1,8.0,6,2,2,2,5.77297188755,7.040555555555556,1437.47,1.5891170256700002,17,3.0,3.0,3.0,3,3,90.7437540841061,4.676967171488959,2.6666666666666665,0.0833333333333333,36-41
4113,4139,35,0,Travel_Frequently,Sales,4.349597,2,Life Sciences,Male,2,Manufacturing Director,Married,44989.89090876,1.0,25,0,10.0,2,10,0,2,8.034338464970833,9.185277777777776,2000.5502777777776,1.7552660977925,11,3.0,3.0,4.0,2,4,22.48875792251271,4.480767166700474,4.0,0.0333333333333333,30-35
4114,4140,40,0,Travel_Rarely,Research & Development,10.563307,4,Life Sciences,Male,1,Manager,Married,49852.53319032,2.0,14,1,20.0,2,5,0,2,6.965866800535278,8.394444444444446,1734.5008333333333,1.9724264226775,18,3.0,3.0,3.0,3,3,28.74171763556566,3.8760431075031807,4.0,0.0333333333333333,36-41
4115,4141,35,0,Travel_Rarely,Human Resources,8.699194,1,Life Sciences,Male,2,Research Scientist,Married,111297.38265072,1.0,18,0,4.0,3,4,1,1,6.30718875502,7.748333333333333,1570.49,1.8912464493919448,20,3.0,4.0,3.0,3,3,70.86793462595752,5.70777273335081,2.5,0.0833333333333333,30-35
4116,4142,29,0,Travel_Rarely,Research & Development,0.621371,3,Medical,Male,3,Sales Executive,Married,59689.28233295999,4.0,11,0,10.0,5,4,0,3,9.150149486836112,10.693055555555556,2278.3872222222226,2.4973229422875,17,4.0,2.0,3.0,2,3,26.19804120685952,2.6229079682826675,8.0,0.1,24-29
4117,4143,29,0,Travel_Rarely,Research & Development,3.106855,3,Medical,Male,2,Sales Representative,Single,105236.49613932,1.0,19,0,5.0,3,5,0,4,5.551375502007778,7.042777777777777,1382.2925,1.7145939411297222,21,4.0,1.0,1.0,3,3,76.13185786605946,0.7205421428533003,5.0,0.05,24-29
4118,4144,50,1,Travel_Rarely,Research & Development,10.563307,3,Medical,Male,1,Research Scientist,Divorced,241432.27924032,4.0,15,2,20.0,1,3,2,0,9.308866577420556,10.3775,2317.907777777778,1.7220884788794446,8,4.0,1.0,3.0,3,3,104.1595707797252,1.2890935647425663,1.3333333333333333,0.05,48-53
4119,4145,39,0,Travel_Rarely,Sales,15.534275,3,Medical,Male,2,Sales Executive,Married,274495.46014044003,0.0,11,0,21.0,3,20,9,6,7.355946006246945,8.145833333333334,1831.630555555556,1.192113000056389,6,2.0,4.0,2.0,4,3,149.86398829603618,2.175111125939777,0.5,0.0,36-41
4120,4146,31,0,Non-Travel,Research & Development,4.970968,4,Life Sciences,Female,4,Sales Executive,Single,205262.02318608,0.0,12,0,10.0,3,9,1,7,7.167089468986945,8.12888888888889,1784.6052777777777,1.064975092301389,5,2.0,1.0,3.0,3,3,115.01816437620084,0.8371599135134125,3.5,0.0,30-35
4121,4147,26,0,Travel_Rarely,Research & Development,6.835081,4,Medical,Male,2,Manager,Single,129271.04609832,0.0,20,0,5.0,3,4,0,0,6.917115127175278,8.22027777777778,1722.361666666667,2.012819687204445,19,4.0,3.0,3.0,3,4,75.05453041607791,5.204481830664746,5.0,0.0,24-29
4122,4148,36,0,Travel_Frequently,Research & Development,3.106855,1,Technical Degree,Male,1,Sales Executive,Married,18935.04544596,4.0,12,0,17.0,2,5,0,3,7.451828424810278,8.49777777777778,1855.5052777777776,1.4741172219183336,9,3.0,4.0,3.0,3,3,10.204792016887884,4.831029104231765,3.0,0.0784313725490196,36-41
4123,4149,39,0,Travel_Rarely,Research & Development,1.242742,1,Medical,Female,1,Research Scientist,Married,66586.15319076,4.0,14,2,9.0,3,7,1,7,5.5774486836233335,6.796944444444445,1388.7847222222222,1.5374743159955555,17,4.0,1.0,3.0,3,3,47.94562621931365,2.1515213641023267,3.0,0.1111111111111111,36-41
4124,4150,27,0,Travel_Rarely,Research & Development,4.970968,2,Medical,Male,1,Laboratory Technician,Married,228808.91560968,1.0,20,1,6.0,3,6,0,3,8.6537918340025,10.106111111111112,2154.794166666667,2.438156485528889,18,2.0,2.0,3.0,3,4,106.18597318909268,1.3866753707721011,5.0,0.0833333333333333,24-29
4125,4151,49,0,Travel_Frequently,Research & Development,3.728226,1,Medical,Male,3,Healthcare Representative,Married,41743.48503024,2.0,18,1,17.0,2,9,0,8,6.185261044176667,7.1563888888888885,1540.13,1.2335717874302778,9,4.0,2.0,2.0,2,3,27.103871121424813,2.586794621233289,6.0,0.0294117647058823,48-53
4126,4152,34,0,Travel_Rarely,Sales,2.485484,3,Medical,Female,1,Sales Executive,Married,17569.604346840002,2.0,14,1,6.0,6,4,1,2,5.872723114680834,7.173611111111111,1462.3080555555557,1.8946562955833333,23,2.0,3.0,4.0,3,3,12.014981576617938,4.086690199986439,4.0,0.1666666666666666,30-35
4127,4153,41,1,Travel_Rarely,Research & Development,4.349597,2,Life Sciences,Female,1,Research Scientist,Single,29245.51905156,8.0,12,1,8.0,2,6,0,5,8.069119812583612,9.32638888888889,2009.2108333333333,2.067118795035556,15,2.0,4.0,1.0,3,3,14.555724350261896,0.9914340331797006,4.0,0.5,36-41
4128,4154,49,0,Travel_Frequently,Sales,0.621371,4,Life Sciences,Female,2,Manufacturing Director,Married,80951.1508764,1.0,21,1,10.0,2,10,1,7,6.428675814368334,7.585277777777778,1600.7402777777777,1.34952621279,10,3.0,2.0,3.0,3,4,50.57107139752876,2.799954534924489,2.5,0.0333333333333333,48-53
4129,4155,37,1,Travel_Rarely,Research & Development,1.242742,3,Life Sciences,Male,1,Sales Executive,Single,78680.06006867999,6.0,19,0,7.0,2,0,0,0,8.08146140116,9.696666666666667,2012.283888888889,1.8466327597594447,12,4.0,3.0,3.0,3,3,39.09988073905631,4.454639849524322,3.0,0.2142857142857142,36-41
4130,4156,33,0,Travel_Frequently,Research & Development,6.21371,2,Medical,Male,2,Research Scientist,Married,47651.1077448,1.0,14,0,8.0,3,8,3,0,9.307755466309445,10.376388888888888,2317.631111111112,1.3664335528552778,5,4.0,3.0,3.0,3,3,20.56026410603163,3.8677423499474592,1.25,0.03125,30-35
4131,4157,27,0,Travel_Rarely,Sales,3.106855,4,Medical,Female,4,Manufacturing Director,Married,61305.518736000005,9.0,17,1,6.0,3,2,2,2,5.900523203926667,7.263333333333334,1469.2302777777777,1.7719684565205558,20,1.0,2.0,3.0,2,3,41.726283254062174,1.0168589788795566,2.6666666666666665,1.5,24-29
4132,4158,32,0,Travel_Frequently,Research & Development,5.592339,2,Medical,Female,2,Research Scientist,Single,48765.75354,0.0,16,1,8.0,2,7,3,6,7.107310352521111,8.258333333333335,1769.7202777777777,1.3287195168805557,8,4.0,4.0,2.0,2,3,27.55562794434086,4.502406453750671,1.25,0.0,30-35
4133,4159,59,0,Travel_Rarely,Sales,1.242742,2,Marketing,Female,5,Sales Representative,Married,28785.72766104,4.0,12,1,12.0,3,1,0,0,9.457829094154167,10.644444444444444,2354.9994444444446,2.3283201591244445,14,3.0,1.0,2.0,3,3,12.223241805405474,0.6343950541153854,9.0,0.1111111111111111,54-59
4134,4160,30,0,Travel_Rarely,Research & Development,6.835081,4,Medical,Male,2,Laboratory Technician,Divorced,239216.92072236,1.0,17,2,1.0,2,1,0,0,5.978026550646945,7.329444444444444,1488.528611111111,1.5966048658158336,16,4.0,3.0,3.0,3,3,160.70696857065897,6.02205421722392,6.0,0.25,30-35
4135,4161,38,0,Travel_Frequently,Sales,11.184678,4,Life Sciences,Male,2,Healthcare Representative,Single,57989.44749528,0.0,15,1,10.0,1,9,1,8,7.377986390004445,8.649166666666668,1837.118611111111,2.145441685918889,19,4.0,3.0,3.0,3,3,31.565434667393244,4.879380104139541,2.0,0.0,36-41
4136,4162,36,0,Travel_Rarely,Research & Development,4.349597,3,Life Sciences,Male,1,Sales Executive,Married,128239.99873776,6.0,23,1,17.0,2,7,7,7,7.337105087014723,8.687777777777779,1826.9391666666668,1.8845368570677776,15,3.0,3.0,2.0,3,4,70.19390742590498,2.453283657045688,0.5,0.1176470588235294,36-41
4137,4163,35,0,Travel_Rarely,Human Resources,1.864113,4,Human Resources,Male,2,Manager,Married,45895.54061736,0.0,11,0,6.0,2,5,0,3,6.993518518518334,8.535,1741.3861111111112,1.920158545931389,17,1.0,2.0,3.0,3,3,26.35575207848409,0.8579372434794348,4.0,0.0,30-35
4138,4164,29,0,Travel_Rarely,Sales,18.019759,4,Life Sciences,Male,2,Laboratory Technician,Single,29635.645079880003,0.0,11,1,10.0,3,9,0,8,10.658385765283334,11.573333333333334,2653.938055555556,0.7393533474102778,1,4.0,3.0,3.0,2,3,11.166667970204864,3.3776221646302,6.0,0.0,24-29
4139,4165,31,0,Travel_Rarely,Research & Development,1.242742,2,Medical,Male,2,Laboratory Technician,Divorced,55383.96294899999,1.0,15,1,5.0,3,5,4,3,5.960827755466111,7.116944444444444,1484.246111111111,1.4325837803997223,13,1.0,3.0,2.0,3,3,37.31454139201981,1.0065716115514272,1.2,0.2,30-35
4140,4166,34,0,Travel_Rarely,Research & Development,17.398388,3,Technical Degree,Male,1,Laboratory Technician,Divorced,150379.65084492,0.0,11,3,3.0,1,2,1,2,7.048124721106389,8.399444444444445,1754.9830555555557,1.992419028443056,18,2.0,4.0,3.0,2,3,85.68723804419636,3.405161081802276,2.5,0.0,30-35
4141,4167,28,1,Travel_Rarely,Research & Development,0.621371,4,Life Sciences,Male,5,Research Director,Single,140668.29935423998,5.0,13,0,6.0,2,4,0,3,9.653073404730002,11.426944444444445,2403.615277777778,2.8719702865219445,20,3.0,3.0,3.0,3,3,58.52363340122072,2.797036639830172,7.0,0.2777777777777778,24-29
4142,4168,29,0,Travel_Rarely,Research & Development,9.941936,2,Life Sciences,Female,4,Laboratory Technician,Divorced,50799.98211624,1.0,14,0,10.0,3,10,8,8,7.532430834448889,8.739166666666668,1875.5752777777773,1.9318926834397223,15,2.0,1.0,3.0,4,3,27.08501371186174,0.7965556049395826,0.7777777777777778,0.05,24-29
4143,4169,32,0,Travel_Rarely,Human Resources,13.670162,3,Human Resources,Female,2,Research Director,Divorced,103745.65738823998,0.0,19,0,7.0,3,6,0,5,10.269859437750831,11.56611111111111,2557.195,2.1253953169258333,10,1.0,2.0,2.0,3,3,40.57010020285507,0.3894892646043875,5.0,0.0,30-35
4144,4170,22,0,Non-Travel,Research & Development,4.970968,3,Life Sciences,Female,3,Sales Executive,Divorced,151187.76904644002,1.0,16,1,1.0,2,1,0,0,9.259908522980556,10.626388888888888,2305.7172222222225,2.6051682244261114,18,4.0,4.0,2.0,4,3,65.57082004215897,3.455757680606106,6.0,0.25,18-23
4145,4171,53,0,Travel_Rarely,Research & Development,6.835081,3,Medical,Male,2,Manager,Married,29384.84977596,2.0,13,0,31.0,3,25,3,7,7.611329763498333,8.973055555555556,1895.2211111111112,1.8148437585075,13,1.0,4.0,3.0,3,3,15.50470792230282,1.5765970432063554,1.25,0.064516129032258,48-53
4146,4172,38,0,Travel_Rarely,Research & Development,18.019759,3,Life Sciences,Female,1,Manufacturing Director,Single,51858.89562167999,5.0,14,0,6.0,0,3,1,2,9.631834002677222,10.37111111111111,2398.326666666667,0.9125110607922224,2,4.0,4.0,3.0,3,3,21.622949176375748,4.983474589227569,0.5,0.2083333333333333,36-41
4147,4173,24,0,Non-Travel,Research & Development,0.621371,5,Life Sciences,Male,3,Research Scientist,Divorced,130692.2194872,0.0,16,0,5.0,2,4,1,3,6.428858768406944,7.716666666666667,1600.7858333333334,1.7665118612286113,17,1.0,3.0,2.0,2,3,81.64253878675213,0.9332916177106788,2.5,0.0,24-29
4148,4174,36,1,Travel_Rarely,Research & Development,0.621371,3,Life Sciences,Male,1,Research Director,Single,76436.83540584,7.0,12,1,10.0,2,5,0,3,6.10411869701,7.278888888888889,1519.9255555555555,1.573058505513889,15,3.0,1.0,3.0,3,3,50.28985474087985,1.4744143170755344,4.0,0.2333333333333333,36-41
4149,4175,34,0,Travel_Rarely,Sales,14.912904,3,Marketing,Male,4,Research Scientist,Single,38204.48463048,0.0,11,1,13.0,2,12,2,11,5.920782016956667,6.974166666666667,1474.2747222222222,1.1845057459655557,9,1.0,2.0,3.0,3,3,25.914087825431302,1.0133796486370312,2.333333333333333,0.0,30-35
4150,4176,21,0,Travel_Rarely,Sales,1.242742,3,Life Sciences,Male,2,Manufacturing Director,Single,191677.27755708,1.0,12,1,0.0,3,0,0,0,5.481305220883334,6.803055555555556,1364.845,1.692369219951945,21,3.0,4.0,3.0,3,3,140.4388612311874,6.567778758760392,6.0,0.0833333333333333,18-23
4151,4177,34,1,Travel_Rarely,Sales,9.320565,2,Marketing,Female,2,Research Scientist,Single,117915.59205972,2.0,13,0,8.0,2,4,1,3,7.455109326193612,8.73638888888889,1856.3222222222223,1.6359092072941666,11,2.0,1.0,3.0,1,3,63.52107982554992,0.8048171713483706,2.0,0.125,30-35
4152,4178,53,0,Travel_Rarely,Sales,1.242742,1,Life Sciences,Male,5,Human Resources,Divorced,44056.375055280005,4.0,15,0,26.0,4,14,4,8,7.39439759036139,8.34638888888889,1841.205,0.997781009035,4,3.0,3.0,2.0,3,3,23.92801184837104,2.4342753794390277,1.8,0.0512820512820512,48-53
4153,4179,32,1,Travel_Frequently,Research & Development,6.21371,3,Medical,Female,2,Manufacturing Director,Single,231261.13635912,1.0,13,0,10.0,2,10,6,7,8.966712405176112,10.349166666666669,2232.7113888888894,2.2919929044591667,15,2.0,1.0,3.0,3,3,103.57860738740948,0.6691415681556205,0.5714285714285714,0.05,30-35
4154,4180,42,0,Travel_Rarely,Research & Development,6.21371,3,Technical Degree,Male,2,Laboratory Technician,Married,92668.86479844,0.0,20,0,10.0,5,9,4,2,6.366503792949445,7.857222222222222,1585.2594444444444,1.9096589124722223,20,3.0,2.0,3.0,2,4,58.45659215164991,2.8272974595466382,1.4,0.0,42-47
4155,4181,44,0,Travel_Rarely,Research & Development,1.864113,1,Life Sciences,Female,1,Manufacturing Director,Married,32673.0548718,3.0,15,2,24.0,0,22,5,17,6.918956938866389,7.880277777777778,1722.8202777777778,1.1318559698991668,6,1.0,4.0,3.0,3,3,18.96486551339188,1.7343654695394153,0.5,0.125,42-47
4156,4182,46,0,Travel_Rarely,Sales,1.242742,3,Life Sciences,Female,1,Research Scientist,Single,47651.1077448,3.0,13,2,22.0,3,2,2,1,7.7567503346719455,9.165555555555557,1931.430833333333,1.536529720503889,9,2.0,1.0,2.0,1,3,24.671402631883016,0.5156798694577516,2.0,0.0681818181818181,42-47
4157,4183,33,0,Travel_Rarely,Sales,1.864113,3,Medical,Male,1,Manufacturing Director,Single,60929.32578012001,4.0,14,0,7.0,3,1,0,0,6.133026550646945,7.187222222222222,1527.1236111111111,1.5236307943583334,14,3.0,4.0,3.0,3,3,39.89809687755976,5.869858821368142,4.0,0.1904761904761904,30-35
4158,4184,44,0,Travel_Rarely,Human Resources,16.155646,3,Life Sciences,Male,5,Healthcare Representative,Married,66307.49174196,2.0,21,0,9.0,2,4,1,3,8.222566934404167,9.544166666666667,2047.4191666666663,1.5316919291675002,8,4.0,4.0,4.0,3,4,32.385889915211145,7.7834574665749,3.5,0.0555555555555555,42-47
4159,4185,30,0,Travel_Rarely,Research & Development,0.621371,4,Technical Degree,Female,1,Research Scientist,Single,73859.21700444,1.0,16,1,10.0,3,10,1,8,5.815804328424723,7.071111111111111,1448.1352777777777,1.230654801950278,10,4.0,3.0,3.0,3,3,51.002981653606255,6.190029438241264,2.5,0.025,30-35
4160,4186,39,1,Travel_Rarely,Human Resources,0.621371,4,Medical,Male,1,Sales Executive,Married,51176.17507211999,3.0,14,1,19.0,3,1,0,0,6.298850959393056,7.265833333333333,1568.4138888888888,1.193148678691389,8,4.0,4.0,4.0,3,3,32.629253945445946,10.160583321083518,5.0,0.0394736842105263,36-41
4161,4187,24,1,Travel_Rarely,Human Resources,1.242742,5,Human Resources,Male,3,Sales Executive,Married,66432.88939391999,2.0,11,1,6.0,2,2,2,0,9.52797523427028,10.554166666666667,2372.465833333333,1.253956081858889,4,2.0,4.0,2.0,2,3,28.00162112369865,1.679265489949124,2.0,0.1666666666666666,24-29
4162,4188,43,0,Travel_Rarely,Sales,5.592339,5,Technical Degree,Female,1,Research Director,Divorced,17750.73428856,1.0,19,0,6.0,3,5,1,4,6.11632418563139,7.476944444444444,1522.9647222222222,1.580064941997778,15,4.0,3.0,2.0,2,3,11.655381132308277,3.923925428344913,2.0,0.0416666666666666,42-47
4163,4189,50,1,Travel_Rarely,Research & Development,7.456452,4,Medical,Male,1,Research Director,Married,68272.05495599999,1.0,11,0,3.0,3,3,0,2,8.213222891566112,9.735555555555557,2045.0925,2.447971237325833,20,1.0,3.0,3.0,2,3,33.38335794395608,1.0957939555301492,4.0,0.3333333333333333,48-53
4164,4190,35,0,Travel_Rarely,Sales,1.242742,4,Marketing,Male,3,Manufacturing Director,Married,145823.53615703998,1.0,13,0,2.0,1,2,2,2,6.634679830432779,7.844444444444444,1652.0352777777778,1.7627295517486112,16,4.0,4.0,3.0,3,3,88.26902071558264,7.234712333793049,1.3333333333333333,0.125,30-35
4165,4191,36,0,Travel_Rarely,Research & Development,15.534275,1,Life Sciences,Female,4,Sales Executive,Married,236959.76298708003,9.0,12,1,6.0,2,1,0,0,8.67521753681389,9.893333333333333,2160.129166666667,1.9782784280075,12,2.0,1.0,4.0,2,3,109.6970341605714,0.9221670772002482,7.0,0.75,36-41
4166,4192,33,0,Travel_Frequently,Sales,5.592339,2,Marketing,Male,4,Human Resources,Married,40531.30772796,2.0,11,0,10.0,2,5,1,3,6.299940874609445,7.2575,1568.685277777778,1.327831665924445,10,3.0,1.0,3.0,2,3,25.837756178458704,1.428584835815295,3.0,0.0666666666666666,30-35
4167,4193,35,0,Travel_Rarely,Research & Development,6.21371,1,Medical,Male,1,Research Scientist,Divorced,80324.16261659999,1.0,14,1,1.0,2,1,0,0,5.996275100401389,6.986666666666666,1493.0725,1.1274287141405557,8,3.0,4.0,3.0,3,3,53.79789837171336,6.003727213514631,4.0,0.3333333333333333,30-35
4168,4194,27,0,Travel_Rarely,Sales,4.970968,2,Marketing,Female,3,Research Scientist,Divorced,64078.20015156,1.0,15,1,1.0,3,1,0,0,7.287945113788334,8.360555555555557,1814.6983333333333,1.5212471006383337,10,4.0,1.0,3.0,2,3,35.31066236990354,1.6465546615186155,7.0,0.25,24-29
4169,4195,26,1,Travel_Rarely,Sales,2.485484,3,Marketing,Male,2,Manager,Single,33495.10614576,1.0,12,0,1.0,6,1,0,1,7.159543730477223,8.602500000000001,1782.7263888888888,2.0242967564366667,18,1.0,3.0,2.0,3,3,18.78869710715189,0.838042230883904,8.0,1.0,24-29
4170,4196,27,0,Travel_Frequently,Sales,14.912904,3,Life Sciences,Male,4,Healthcare Representative,Single,44195.70577968,1.0,20,1,9.0,1,9,1,7,6.232214413208333,7.491111111111111,1551.8213888888888,1.916299721770278,21,4.0,3.0,3.0,3,4,28.47989214230661,5.776437974229975,3.0,0.0277777777777777,24-29
4171,4197,30,0,Travel_Frequently,Research & Development,0.621371,4,Medical,Male,1,Research Scientist,Single,28325.936270520004,1.0,14,1,12.0,3,12,3,7,6.3542358322175,7.782222222222222,1582.2047222222222,1.7520717792483336,17,3.0,4.0,3.0,1,3,17.90282627316138,5.665512100994326,1.25,0.0277777777777777,30-35
4172,4198,41,1,Travel_Rarely,Sales,12.42742,4,Marketing,Male,2,Sales Executive,Married,142242.73653996,1.0,13,1,23.0,2,22,15,8,5.724621820615556,7.004722222222222,1425.430833333333,1.270460074485,11,2.0,3.0,3.0,3,3,99.78929402511172,3.1443125090251813,0.3125,0.0217391304347826,36-41
4173,4199,34,0,Non-Travel,Research & Development,4.349597,2,Technical Degree,Female,1,Research Scientist,Single,120103.0844328,0.0,13,1,10.0,2,9,8,7,7.562011378848611,8.517500000000002,1882.940833333333,1.4142369741727778,8,2.0,3.0,3.0,2,3,63.78484246909866,2.380319084198558,0.4444444444444444,0.0,30-35
4174,4200,37,0,Travel_Rarely,Research & Development,10.563307,3,Life Sciences,Female,3,Sales Executive,Married,28757.86151616,4.0,16,0,8.0,3,1,0,0,5.552965194109723,6.911666666666667,1382.6883333333333,1.7578188005130555,22,2.0,2.0,3.0,2,3,20.798513173848526,2.161007602339905,6.0,0.25,36-41
4175,4201,46,0,Travel_Frequently,Research & Development,12.42742,3,Technical Degree,Male,3,Sales Executive,Single,56219.9472954,4.0,14,1,14.0,2,9,0,8,8.79314591700111,10.050833333333332,2189.493333333334,2.0858737161319447,13,1.0,4.0,3.0,3,3,25.677149338385732,1.364699291160243,6.0,0.2857142857142857,42-47
4176,4202,35,0,Travel_Rarely,Research & Development,4.970968,4,Medical,Female,3,Research Scientist,Married,53475.13202471999,1.0,16,1,1.0,2,1,0,1,6.670779785809723,7.834722222222222,1661.0241666666666,1.2579860499286113,8,4.0,4.0,3.0,3,3,32.19407224642226,7.1955605703109855,6.0,0.25,30-35
4177,4203,48,1,Travel_Rarely,Research & Development,1.242742,4,Technical Degree,Female,1,Sales Executive,Single,63966.73557204001,9.0,16,0,23.0,6,1,0,0,8.8195225345825,10.12861111111111,2196.061111111112,2.174821422938889,14,1.0,3.0,3.0,1,3,29.127939677268635,1.0204634054405808,7.0,0.391304347826087,48-53
4178,4204,28,1,Travel_Rarely,Research & Development,6.21371,1,Medical,Male,1,Sales Executive,Single,35682.59851884,1.0,22,1,2.0,3,2,2,2,9.98724899598389,11.395833333333334,2486.825,2.724573326706667,17,3.0,3.0,2.0,3,4,14.348656829024964,1.8022981110452163,1.6666666666666667,0.1666666666666666,24-29
4179,4205,44,0,Travel_Rarely,Research & Development,0.621371,1,Medical,Female,3,Research Scientist,Divorced,21777.39222372,5.0,12,2,9.0,3,4,1,3,9.026842927264443,10.225833333333334,2247.683888888889,1.8723417798869448,10,2.0,1.0,2.0,3,3,9.688814486491404,0.4431228096279933,4.0,0.2777777777777778,42-47
4180,4206,35,0,Non-Travel,Research & Development,3.106855,4,Technical Degree,Female,3,Manufacturing Director,Married,68244.18881112,2.0,15,2,10.0,2,4,2,3,9.046835118250556,10.315,2252.6619444444445,2.1484562284619444,13,3.0,1.0,3.0,3,3,30.29490908719129,0.994823038373268,2.333333333333333,0.0666666666666666,30-35
4181,4207,26,0,Travel_Rarely,Research & Development,2.485484,4,Life Sciences,Female,3,Sales Executive,Married,66725.48391516,7.0,20,1,5.0,2,2,0,0,9.555796519410835,11.02138888888889,2379.393333333333,2.5261677599811114,16,3.0,4.0,2.0,3,4,28.04306584388178,2.5115645724820985,6.0,0.4666666666666667,24-29
4182,4208,33,0,Travel_Frequently,Sales,18.019759,4,Life Sciences,Female,1,Human Resources,Single,44307.1703592,1.0,14,1,15.0,2,15,8,12,7.899270414993056,8.8475,1966.9183333333333,1.6427121540033336,10,1.0,4.0,3.0,3,3,22.526187085822063,1.519127637056662,0.4444444444444444,0.0666666666666666,30-35
4183,4209,35,0,Travel_Frequently,Research & Development,9.320565,3,Medical,Male,3,Manufacturing Director,Married,91247.69140956,1.0,20,0,9.0,3,9,1,8,6.117572512271111,7.386111111111111,1523.2755555555557,1.5767113984541667,15,2.0,1.0,2.0,3,4,59.902288247697214,0.6538541213817218,3.0,0.0555555555555555,30-35
4184,4210,35,0,Travel_Rarely,Human Resources,1.864113,2,Life Sciences,Female,1,Laboratory Technician,Married,89004.46674671999,3.0,13,0,4.0,6,2,2,2,8.171694556001668,9.768611111111111,2034.7519444444445,2.303213378156667,18,3.0,1.0,3.0,2,3,43.74217063152688,1.1013627514246709,2.333333333333333,0.25,30-35
4185,4211,31,0,Travel_Rarely,Sales,6.21371,2,Life Sciences,Female,2,Research Scientist,Divorced,156663.46651536,3.0,12,1,10.0,3,7,1,7,5.765799866131111,6.996944444444445,1435.684166666667,1.442221130883611,14,4.0,4.0,2.0,3,3,109.12112158978324,5.549967175928395,3.0,0.075,30-35
4186,4212,37,0,Travel_Rarely,Sales,2.485484,3,Marketing,Male,4,Human Resources,Divorced,223375.01735808,1.0,13,0,7.0,2,7,0,7,6.781749219098612,8.2125,1688.6555555555556,2.026518811811389,20,1.0,3.0,4.0,3,3,132.27979893424222,1.7694549904921089,6.0,0.1428571428571428,36-41
4187,4213,32,0,Travel_Rarely,Research & Development,13.048791,3,Other,Male,2,Sales Executive,Married,32909.91710328,1.0,11,0,9.0,2,9,7,8,7.539396474787779,8.786944444444446,1877.3097222222225,2.1274955593091667,18,1.0,4.0,3.0,3,3,17.530360980778195,1.5916393361363557,0.5,0.1111111111111111,30-35
4188,4214,38,0,Travel_Frequently,Research & Development,15.534275,3,Medical,Male,2,Manufacturing Director,Single,227499.20680032,1.0,17,3,10.0,2,10,9,9,5.984595046853889,6.932222222222222,1490.1641666666667,1.2639249334886111,10,4.0,4.0,3.0,3,3,152.6672106934437,8.020592809405487,0.7,0.025,36-41
