EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,MeanHrsWorked,MaxHrsWorked,SumHrsWorked,StdHrsWorked,SickDays,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
3827,31,No,Travel_Frequently,Research & Development,4.349597,3,Medical,1,Male,2,Research Scientist,Single,4199.66025129,7.0,Y,21,8,1,10.0,5,5,0,3,6.70855310129389,8.14388888888889,1670.4297222222222,1.8989148595247225,18,4.0,1.0,3.0,3,4
3828,36,No,Travel_Rarely,Research & Development,11.184678,1,Medical,1,Male,2,Manufacturing Director,Married,7808.32601325,9.0,Y,17,8,1,7.0,3,3,1,1,10.280705042391668,11.768055555555556,2559.8955555555553,2.625668452010278,15,3.0,3.0,3.0,3,3
3829,34,No,Travel_Frequently,Sales,17.398388,4,Marketing,1,Male,5,Manufacturing Director,Divorced,11988.24774525,1.0,Y,11,8,1,9.0,3,9,7,2,5.667801204819168,6.826944444444444,1411.2825,1.6167212730138891,18,3.0,4.0,3.0,2,3
3830,49,No,Travel_Rarely,Research & Development,0.621371,4,Life Sciences,1,Male,3,Healthcare Representative,Married,8068.41003213,1.0,Y,14,8,1,10.0,2,9,1,4,6.990880187416112,8.097777777777777,1740.7291666666667,1.5341405514055557,11,3.0,1.0,2.0,3,3
3831,39,No,Travel_Rarely,Research & Development,3.7282260000000003,2,Life Sciences,1,Male,3,Research Scientist,Married,12317.99712633,2.0,Y,17,8,1,10.0,2,7,7,7,6.135947121820555,7.502222222222223,1527.8508333333334,1.6883226517275,17,2.0,1.0,3.0,3,3
3832,27,No,Travel_Rarely,Research & Development,1.242742,1,Life Sciences,1,Male,4,Research Scientist,Divorced,5163.364428389999,1.0,Y,13,8,0,7.0,4,7,0,7,5.824533690316668,7.0072222222222225,1450.308888888889,1.2836492873052778,11,4.0,1.0,3.0,3,3
3833,35,No,Travel_Rarely,Research & Development,1.242742,3,Medical,1,Female,2,Sales Executive,Married,2504.46977109,1.0,Y,25,8,0,16.0,1,16,1,10,7.206867469879445,8.372222222222224,1794.51,1.7195484536052779,13,2.0,1.0,3.0,2,4
3834,28,No,Travel_Rarely,Research & Development,14.291533,3,Life Sciences,1,Male,3,Manufacturing Director,Divorced,5342.17219137,0.0,Y,15,8,2,6.0,2,5,0,0,7.057633868808335,8.2025,1757.3508333333334,1.619304875785278,12,2.0,1.0,2.0,3,3
3835,21,No,Travel_Rarely,Research & Development,1.8641130000000001,1,Life Sciences,1,Female,1,Laboratory Technician,Single,19853.46713763,1.0,Y,14,8,1,3.0,2,2,2,2,7.765475234270278,8.698333333333334,1933.6033333333332,1.0400974298827779,4,3.0,4.0,3.0,3,3
3836,18,Yes,Travel_Frequently,Research & Development,1.8641130000000001,5,Medical,1,Male,1,Research Director,Single,2878.34054823,1.0,Y,12,8,1,0.0,2,0,0,0,7.956104417670556,9.299722222222222,1981.07,1.968989079963889,14,2.0,4.0,4.0,2,3
3837,47,No,Travel_Rarely,Research & Development,15.534275000000001,4,Medical,1,Male,2,Research Scientist,Married,17244.499323239997,3.0,Y,19,8,3,27.0,3,5,1,0,5.562127398482779,6.705277777777778,1384.9697222222221,1.6283726041533335,19,4.0,3.0,3.0,2,3
3838,39,No,Travel_Rarely,Sales,1.242742,4,Life Sciences,1,Male,1,Laboratory Technician,Divorced,8434.15318368,0.0,Y,17,8,0,11.0,5,10,0,7,6.542909415439445,7.7444444444444445,1629.1844444444444,1.5682583829633334,13,3.0,3.0,3.0,3,3
3839,40,No,Travel_Rarely,Research & Development,13.670162,1,Life Sciences,1,Male,1,Laboratory Technician,Married,6578.73237042,1.0,Y,14,8,1,18.0,2,18,14,12,7.220334672021389,8.502222222222223,1797.8633333333332,1.6585063816230556,12,1.0,3.0,3.0,3,3
3840,35,No,Non-Travel,Research & Development,18.019759,3,Medical,1,Female,2,Sales Executive,Married,9083.202141509999,1.0,Y,13,8,1,15.0,3,14,2,9,5.839407630521945,7.131944444444445,1454.0125,1.5573904988683336,16,3.0,3.0,3.0,3,3
3841,37,No,Travel_Rarely,Research & Development,18.019759,4,Technical Degree,1,Male,1,Laboratory Technician,Married,9149.3842356,3.0,Y,12,8,1,9.0,2,4,0,2,7.843922356090834,8.836111111111112,1953.1366666666668,1.1664666597077777,5,3.0,3.0,2.0,4,3
3842,39,No,Travel_Frequently,Research & Development,1.242742,3,Technical Degree,1,Female,2,Manager,Single,15319.41314778,0.0,Y,11,8,0,10.0,2,9,3,8,6.57337126282889,7.548055555555556,1636.7694444444444,0.8896884951783334,4,1.0,3.0,1.0,3,3
3843,45,No,Travel_Rarely,Research & Development,17.398388,3,Life Sciences,1,Female,2,Laboratory Technician,Divorced,5883.23983779,1.0,Y,11,8,2,10.0,3,10,3,9,6.786386657741946,7.942222222222222,1689.8102777777779,1.862118003016389,17,4.0,4.0,3.0,2,3
3844,38,No,Travel_Rarely,Research & Development,1.242742,4,Life Sciences,1,Female,3,Sales Executive,Married,5897.17291023,3.0,Y,11,8,0,10.0,3,5,0,2,9.140747434181112,10.519722222222223,2276.0461111111113,2.0823270521658337,12,4.0,3.0,4.0,3,3
3845,35,Yes,Travel_Rarely,Research & Development,1.242742,3,Life Sciences,1,Male,3,Healthcare Representative,Married,2694.88842777,9.0,Y,12,8,1,15.0,0,13,6,0,5.680264390896667,6.892777777777778,1414.3858333333333,1.371696144266389,13,4.0,1.0,3.0,3,3
3846,37,No,Travel_Rarely,Research & Development,13.670162,3,Life Sciences,1,Female,2,Healthcare Representative,Married,20254.04297028,1.0,Y,14,8,0,8.0,4,8,7,7,7.412976349843611,8.742222222222223,1845.831111111111,2.1506169993880557,19,2.0,2.0,1.0,3,3
3847,40,No,Travel_Rarely,Research & Development,4.970968,3,Technical Degree,1,Female,2,Healthcare Representative,Single,2791.2588454799998,6.0,Y,17,8,0,18.0,2,4,3,3,8.695412762159723,10.0925,2165.157777777778,2.2240667999830555,15,3.0,4.0,2.0,2,3
3848,44,No,Travel_Frequently,Sales,1.242742,2,Marketing,1,Male,1,Laboratory Technician,Married,4008.0805052399996,4.0,Y,11,8,1,14.0,2,10,0,2,8.518757251226944,9.528611111111111,2121.170555555556,0.9924120537175001,3,1.0,4.0,3.0,2,3
3849,48,No,Travel_Frequently,Sales,6.21371,4,Marketing,1,Female,3,Manager,Married,2635.6728699,2.0,Y,14,8,3,23.0,2,2,2,2,6.72447791164639,7.860555555555556,1674.395,1.6083384781475,13,3.0,4.0,3.0,3,3
3850,35,Yes,Travel_Rarely,Research & Development,5.592339,3,Life Sciences,1,Male,2,Manager,Divorced,20201.793948630002,6.0,Y,12,8,0,7.0,3,2,2,2,10.354349620705001,11.424722222222222,2578.2330555555554,1.914785125732778,8,1.0,4.0,2.0,1,3
3851,24,No,Travel_Frequently,Research & Development,9.320565,3,Life Sciences,1,Male,2,Research Scientist,Single,6372.0584625599995,1.0,Y,22,8,1,6.0,6,6,1,3,8.504559348505001,9.673055555555555,2117.635277777778,1.2594163188675,5,1.0,4.0,3.0,3,4
3852,27,No,Travel_Rarely,Sales,6.21371,4,Life Sciences,1,Male,3,Sales Executive,Married,22547.19447603,7.0,Y,14,8,1,5.0,2,3,0,2,6.974590584560278,7.941388888888889,1736.6730555555555,1.3087300862836113,8,2.0,3.0,3.0,1,3
3853,27,No,Travel_Frequently,Research & Development,4.349597,3,Life Sciences,1,Male,1,Research Scientist,Single,3263.82221907,2.0,Y,20,8,0,6.0,3,4,1,2,5.969701026327501,7.104444444444445,1486.4555555555555,1.6450365008011112,17,4.0,4.0,2.0,3,4
3854,40,Yes,Travel_Rarely,Sales,9.941936,4,Marketing,1,Male,1,Research Director,Single,4218.23768121,3.0,Y,16,8,2,10.0,0,4,0,3,10.07346831771528,11.647222222222222,2508.293611111111,2.1893307437144447,11,1.0,1.0,1.0,3,3
3855,29,No,Travel_Rarely,Research & Development,12.42742,1,Medical,1,Female,2,Manager,Single,4833.61504731,9.0,Y,15,8,1,8.0,4,5,1,4,6.7040261044175,8.194444444444445,1669.3025,2.0051435127180555,20,3.0,3.0,3.0,2,3
3856,36,No,Travel_Rarely,Research & Development,14.291533,3,Life Sciences,1,Female,3,Sales Executive,Married,2475.44253684,4.0,Y,20,8,0,9.0,1,3,0,2,7.380757474341666,9.007222222222223,1837.808611111111,1.9630892071391668,16,2.0,1.0,3.0,2,4
3857,25,No,Travel_Frequently,Sales,3.106855,1,Marketing,1,Male,4,Manufacturing Director,Divorced,16223.90176701,1.0,Y,14,8,0,7.0,3,7,0,7,5.675418340026667,6.905,1413.1791666666666,1.5204514207463888,16,4.0,3.0,3.0,2,3
3858,39,No,Travel_Rarely,Sales,6.21371,3,Marketing,1,Female,2,Research Director,Married,3116.36386908,4.0,Y,12,8,0,7.0,2,5,1,0,6.205054663096667,7.706666666666667,1545.058611111111,1.9122272523980557,21,4.0,2.0,3.0,3,3
3859,49,No,Travel_Rarely,Sales,2.485484,2,Life Sciences,1,Male,2,Research Director,Married,12592.014217650001,3.0,Y,24,8,0,27.0,4,4,1,2,7.374108656849446,8.830833333333334,1836.1530555555555,1.82872916411,14,1.0,2.0,3.0,2,4
3860,50,No,Travel_Rarely,Research & Development,1.242742,2,Medical,1,Male,3,Sales Executive,Divorced,5082.088172489999,5.0,Y,12,8,1,19.0,2,14,1,11,7.6939491298525,8.489722222222223,1915.7933333333333,0.8976852309469445,3,4.0,1.0,3.0,2,3
3861,20,No,Travel_Rarely,Research & Development,11.184678,4,Medical,1,Female,2,Sales Executive,Single,4345.95751191,1.0,Y,13,8,1,2.0,2,2,2,2,6.243351182507777,7.4847222222222225,1554.5944444444444,1.552405205951389,14,3.0,3.0,3.0,3,3
3862,34,No,Travel_Rarely,Research & Development,6.21371,3,Medical,1,Male,3,Laboratory Technician,Divorced,4816.198706759999,1.0,Y,11,8,0,11.0,3,11,7,9,7.50639223560889,8.57388888888889,1869.0916666666667,1.2223730810900002,6,4.0,2.0,3.0,3,3
3863,36,No,Travel_Rarely,Research & Development,0.621371,3,Life Sciences,1,Female,2,Healthcare Representative,Single,1220.30492787,2.0,Y,14,8,0,15.0,2,4,1,3,5.569178937973889,6.772222222222222,1386.7255555555555,1.581639036663889,18,1.0,2.0,3.0,3,3
3864,49,No,Travel_Rarely,Human Resources,3.7282260000000003,2,Life Sciences,1,Female,2,Research Scientist,Married,12468.93874443,2.0,Y,11,8,3,30.0,3,15,2,12,8.344431057563334,9.713055555555556,2077.763333333334,1.1109947082033333,4,3.0,3.0,3.0,3,3
3865,36,No,Non-Travel,Research & Development,4.970968,4,Life Sciences,1,Male,4,Laboratory Technician,Married,12061.39637556,0.0,Y,14,8,0,4.0,2,3,1,2,7.462772199910556,8.988333333333335,1858.2302777777777,2.045892152363889,17,4.0,3.0,3.0,3,3
3866,36,No,Travel_Rarely,Research & Development,1.242742,2,Medical,1,Female,2,Healthcare Representative,Divorced,13254.996247919998,6.0,Y,16,8,0,13.0,2,5,0,4,5.933469433288611,7.153333333333333,1477.433888888889,1.5341538652083333,15,4.0,1.0,3.0,3,3
3867,54,No,Travel_Rarely,Sales,14.912904000000001,3,Marketing,1,Male,1,Laboratory Technician,Married,3018.832362,3.0,Y,14,8,0,36.0,5,10,4,7,7.1335296742525,8.326111111111112,1776.2488888888888,1.8296776655100002,15,2.0,3.0,3.0,3,3
3868,43,No,Travel_Rarely,Research & Development,1.242742,4,Life Sciences,1,Female,1,Research Scientist,Married,2812.15845414,1.0,Y,11,8,1,14.0,2,14,6,11,7.3889279339577785,8.468611111111112,1839.8430555555556,1.2912216329819446,7,3.0,3.0,3.0,3,3
3869,35,Yes,Travel_Frequently,Research & Development,10.563307,4,Medical,1,Male,1,Research Director,Single,6353.481032639999,3.0,Y,11,8,1,13.0,3,11,6,7,8.127777777777778,9.102222222222222,2023.8166666666666,1.41507727558,7,4.0,4.0,4.0,2,3
3870,38,No,Travel_Frequently,Research & Development,11.806049,2,Life Sciences,1,Male,2,Research Scientist,Married,2845.8300458699996,7.0,Y,12,8,1,19.0,3,13,2,9,6.925505354752223,8.000277777777777,1724.4508333333333,1.376897626241389,9,4.0,4.0,4.0,3,3
3871,29,No,Travel_Rarely,Research & Development,0.621371,2,Medical,1,Male,2,Sales Representative,Divorced,4923.0189288,1.0,Y,14,8,0,10.0,2,10,0,9,9.873343373493888,11.575555555555555,2458.4625,2.855591319213611,19,1.0,2.0,2.0,2,3
3872,33,No,Travel_Rarely,Research & Development,4.349597,3,Medical,1,Male,5,Sales Executive,Divorced,12770.821980629999,1.0,Y,18,8,3,6.0,3,6,0,4,6.227095046853889,7.223611111111111,1550.5466666666666,1.0272456331811113,6,4.0,4.0,3.0,2,3
3873,32,No,Travel_Rarely,Research & Development,3.106855,4,Technical Degree,1,Male,5,Research Scientist,Divorced,5808.93011811,0.0,Y,13,8,0,10.0,5,9,1,6,6.376088799642779,7.852777777777778,1587.6461111111112,1.273536712041389,9,4.0,2.0,2.0,3,3
3874,31,No,Travel_Rarely,Research & Development,17.398388,4,Technical Degree,1,Female,2,Sales Executive,Married,14794.600752539998,1.0,Y,11,8,0,10.0,4,10,0,2,6.955496430165001,8.353333333333333,1731.9186111111112,1.7861625068308333,15,1.0,4.0,3.0,2,3
3875,49,No,Travel_Rarely,Research & Development,1.242742,4,Medical,1,Male,1,Laboratory Technician,Divorced,4907.92476699,4.0,Y,18,8,0,17.0,3,2,2,2,9.009924141008334,10.543055555555556,2243.4711111111114,2.5359042269925003,18,4.0,1.0,2.0,2,3
3876,38,No,Travel_Frequently,Sales,18.019759,2,Medical,1,Female,1,Sales Executive,Single,4547.98706229,1.0,Y,15,8,3,4.0,2,4,3,3,7.375642570281111,8.496666666666668,1836.535,1.754235539308611,13,4.0,2.0,3.0,3,3
3877,47,No,Travel_Rarely,Research & Development,0.621371,4,Medical,1,Male,3,Laboratory Technician,Divorced,21251.41873911,6.0,Y,22,8,1,29.0,2,3,1,2,6.489901829540279,7.586388888888889,1615.9855555555555,1.2201183129155555,8,2.0,2.0,3.0,2,4
3878,49,No,Travel_Rarely,Research & Development,13.048791,3,Medical,1,Male,2,Manufacturing Director,Single,2763.3927006,4.0,Y,13,8,0,23.0,3,8,0,0,5.9794433288708335,7.723888888888889,1488.881388888889,1.598646926631389,16,3.0,3.0,3.0,1,3
3879,41,No,Travel_Rarely,Research & Development,14.912904000000001,4,Life Sciences,1,Female,4,Manager,Single,15937.11269262,3.0,Y,12,8,0,21.0,6,2,0,2,10.907254573850834,11.865277777777777,2715.906388888889,1.0241483564480556,2,4.0,3.0,3.0,4,3
3880,20,No,Travel_Rarely,Research & Development,0.621371,3,Life Sciences,1,Male,1,Sales Representative,Single,5546.523920489999,1.0,Y,18,8,1,2.0,3,2,0,2,7.195122713074444,8.78638888888889,1791.5855555555556,1.9766416512125,17,4.0,1.0,3.0,3,3
3881,33,No,Non-Travel,Research & Development,11.184678,2,Medical,1,Female,2,Healthcare Representative,Divorced,7413.5556274499995,1.0,Y,13,8,0,7.0,6,6,1,2,9.437670682730834,10.233333333333333,2349.98,0.9076330958608334,2,3.0,4.0,3.0,2,3
3882,36,No,Travel_Rarely,Research & Development,1.242742,2,Technical Degree,1,Male,3,Sales Executive,Married,23190.437987010002,6.0,Y,12,8,0,10.0,2,3,0,2,5.794523650156112,6.933611111111111,1442.836388888889,1.1637158945611112,9,1.0,3.0,2.0,3,3
3883,44,No,Travel_Rarely,Research & Development,5.592339,3,Technical Degree,1,Female,3,Healthcare Representative,Divorced,7966.23416757,4.0,Y,12,8,0,8.0,2,2,2,2,8.035525435073612,9.317222222222222,2000.8458333333333,1.9891333994361111,14,3.0,4.0,3.0,2,3
3884,23,Yes,Travel_Rarely,Human Resources,3.7282260000000003,3,Life Sciences,1,Female,3,Laboratory Technician,Single,5769.45307953,1.0,Y,12,8,0,5.0,3,5,1,2,7.849819277108334,9.186388888888889,1954.605,1.465772897523611,8,4.0,3.0,3.0,3,3
3885,38,No,Travel_Rarely,Research & Development,6.835081,2,Life Sciences,1,Male,1,Sales Executive,Married,23041.818547649997,7.0,Y,11,8,1,7.0,3,0,0,0,6.811652164212223,8.036666666666667,1696.1013888888888,2.036336393375278,20,4.0,3.0,2.0,3,3
3886,53,No,Travel_Rarely,Research & Development,14.912904000000001,3,Life Sciences,1,Male,4,Research Director,Married,15465.7104084,3.0,Y,11,8,0,11.0,2,4,1,2,7.477628290941389,8.768055555555556,1861.9294444444445,2.0476969034108334,17,2.0,4.0,,3,3
3887,48,Yes,Travel_Frequently,Sales,6.21371,2,Marketing,1,Male,1,Healthcare Representative,Married,7369.43423139,2.0,Y,12,8,1,19.0,3,9,7,7,9.602454261490278,10.628333333333334,2391.011111111111,1.7733730742250002,8,4.0,3.0,3.0,1,3
3888,32,Yes,Travel_Rarely,Sales,0.621371,3,Life Sciences,1,Male,2,Research Scientist,Single,3184.86814191,1.0,Y,19,8,1,1.0,2,1,0,0,7.3514212405175,8.319166666666668,1830.503888888889,1.0955142770722222,5,4.0,2.0,3.0,3,3
3889,26,No,Non-Travel,Research & Development,11.184678,2,Medical,1,Male,1,Human Resources,Single,12632.6523456,1.0,Y,23,8,1,7.0,5,7,5,7,6.948871039714167,8.279166666666669,1730.2688888888888,1.3018393834761113,8,4.0,4.0,3.0,3,4
3890,55,No,Travel_Rarely,Research & Development,14.291533,1,Life Sciences,1,Male,5,Laboratory Technician,Divorced,2719.27130454,5.0,Y,11,8,2,8.0,2,4,1,2,7.158594377510001,8.767222222222223,1782.49,1.9644666682147225,17,1.0,2.0,3.0,3,3
3891,34,No,Travel_Rarely,Sales,17.398388,3,Life Sciences,1,Female,2,Research Scientist,Married,20493.2273805,1.0,Y,19,8,1,15.0,6,15,4,13,7.843039937527778,8.704166666666667,1952.9169444444444,1.0474194392455556,4,2.0,4.0,4.0,1,3
3892,60,No,Travel_Rarely,Sales,10.563307,4,Medical,1,Male,1,Manager,Divorced,4673.384714249999,3.0,Y,13,8,1,19.0,5,1,0,0,5.9981135653725,7.229722222222223,1493.5302777777779,1.2020602345466667,9,3.0,4.0,4.0,2,3
3893,33,No,Travel_Rarely,Sales,1.8641130000000001,3,Life Sciences,1,Male,3,Manager,Married,11291.59412325,1.0,Y,11,8,0,14.0,0,14,2,13,7.478154841588334,8.662777777777778,1862.0605555555555,1.6329059456094446,11,2.0,2.0,3.0,3,3
3894,37,No,Travel_Frequently,Research & Development,8.077823,3,Life Sciences,1,Male,1,Laboratory Technician,Divorced,13821.60786048,1.0,Y,12,8,1,6.0,4,6,1,3,6.113123605533056,7.2811111111111115,1522.1677777777777,1.5792483415269445,15,3.0,4.0,2.0,3,3
3895,34,No,Travel_Rarely,Research & Development,4.349597,2,Life Sciences,1,Male,1,Healthcare Representative,Married,2527.69155849,1.0,Y,13,8,0,10.0,5,10,8,7,6.814511378848612,7.9425,1696.8133333333333,1.4240136330516666,10,2.0,4.0,3.0,3,3
3896,23,Yes,Travel_Rarely,Research & Development,7.4564520000000005,2,Medical,1,Male,2,Research Scientist,Divorced,8737.19750925,1.0,Y,14,8,2,3.0,2,3,0,2,8.816842927264444,10.008055555555556,2195.3938888888893,1.9234358234497224,11,3.0,4.0,3.0,3,3
3897,44,No,Travel_Rarely,Human Resources,0.621371,3,Life Sciences,1,Male,1,Research Scientist,Married,5612.70601458,1.0,Y,14,8,0,9.0,1,8,6,7,8.295401606425557,9.418611111111112,2065.555,1.4446435944872222,7,3.0,4.0,3.0,4,3
3898,35,No,Travel_Frequently,Research & Development,8.077823,3,Life Sciences,1,Male,3,Sales Executive,Single,2370.9444935399997,0.0,Y,16,8,0,6.0,2,5,1,4,7.925203034359445,9.010000000000002,1973.3755555555556,1.4742451570744444,8,1.0,4.0,4.0,3,3
3899,43,No,Travel_Rarely,Research & Development,15.534275000000001,4,Life Sciences,1,Male,2,Sales Executive,Married,2577.6184014,1.0,Y,11,8,0,10.0,2,10,8,8,7.624027219990833,8.906944444444445,1898.3827777777778,1.8861498568008335,14,4.0,4.0,3.0,1,3
3900,24,No,Travel_Rarely,Research & Development,3.7282260000000003,3,Life Sciences,1,Male,3,Sales Executive,Married,1221.46601724,1.0,Y,13,8,0,5.0,3,5,0,4,6.598115796519167,7.581666666666667,1642.9308333333333,0.8987941163941666,4,3.0,3.0,3.0,3,3
3901,41,No,Travel_Rarely,Sales,3.7282260000000003,4,Marketing,1,Male,1,Research Scientist,Single,3275.43311277,1.0,Y,17,8,0,10.0,3,10,8,7,6.545668228469167,7.776111111111111,1629.871388888889,1.742624425828889,16,4.0,3.0,3.0,3,3
3902,29,No,Travel_Rarely,Research & Development,1.242742,2,Life Sciences,1,Male,2,Research Scientist,Married,22335.87621069,9.0,Y,11,8,1,9.0,2,5,1,2,7.264733377956111,8.599722222222223,1808.9186111111112,2.1106054563555556,19,4.0,3.0,3.0,3,3
3903,36,No,Travel_Rarely,Human Resources,0.621371,4,Life Sciences,1,Female,3,Research Scientist,Single,4768.59404259,3.0,Y,11,8,1,17.0,2,13,6,7,5.899261490405833,6.990277777777778,1468.9161111111111,1.5220854645222224,15,3.0,4.0,2.0,1,3
3904,45,No,Non-Travel,Sales,1.242742,3,Life Sciences,1,Female,2,Manufacturing Director,Married,9748.50635052,3.0,Y,15,8,2,25.0,3,23,14,4,5.751953369031667,6.968333333333334,1432.236388888889,1.813173671456389,22,3.0,3.0,2.0,2,3
3905,24,Yes,Travel_Rarely,Sales,3.7282260000000003,2,Medical,1,Female,2,Manager,Married,2330.30636559,1.0,Y,12,8,0,1.0,2,1,0,0,6.076227130745,7.076666666666667,1512.9805555555556,1.4532189051741669,13,4.0,3.0,3.0,2,3
3906,47,Yes,Travel_Frequently,Research & Development,0.621371,3,Medical,1,Female,2,Sales Executive,Married,22788.70106499,7.0,Y,11,8,2,25.0,1,23,14,10,6.5595470771975,7.717777777777778,1633.3272222222222,1.3058035711583333,9,3.0,3.0,1.0,3,3
3907,26,No,Travel_Rarely,Research & Development,5.592339,1,Medical,1,Male,1,Sales Executive,Married,12407.401007819999,1.0,Y,14,8,1,3.0,2,3,0,2,7.3924007139669445,8.39138888888889,1840.7077777777777,1.5457790515919447,10,4.0,3.0,4.0,3,3
3908,45,No,Travel_Rarely,Research & Development,0.621371,4,Life Sciences,1,Male,1,Research Director,Single,3415.92492654,1.0,Y,22,8,1,21.0,4,21,8,6,6.2317469879516665,7.5875,1551.705,1.4988465984436112,13,4.0,2.0,3.0,3,4
3909,32,No,Travel_Frequently,Sales,0.621371,1,Marketing,1,Male,2,Laboratory Technician,Married,10284.92963946,6.0,Y,16,8,1,10.0,2,5,1,3,6.728365684961944,7.845833333333333,1675.3630555555555,1.1044798486247223,6,1.0,3.0,2.0,3,3
3910,31,No,Travel_Rarely,Research & Development,8.699194,2,Life Sciences,1,Male,1,Sales Executive,Married,19455.21348372,1.0,Y,11,8,2,6.0,5,5,0,3,6.673018741633056,8.248055555555556,1661.5816666666667,1.9462543123172222,19,2.0,3.0,4.0,3,3
3912,40,No,Travel_Rarely,Research & Development,13.670162,2,Technical Degree,1,Male,1,Healthcare Representative,Married,2697.2106065099997,2.0,Y,16,8,1,18.0,2,1,0,0,9.422215528781667,10.807777777777778,2346.1316666666667,1.9555931746352777,10,2.0,1.0,3.0,3,3
3913,24,No,Travel_Rarely,Research & Development,1.8641130000000001,3,Life Sciences,1,Female,1,Research Scientist,Divorced,1644.10254792,1.0,Y,15,8,1,6.0,3,6,1,2,5.787734270414722,6.966111111111111,1441.1458333333333,1.1013495462530556,8,2.0,1.0,4.0,2,3
3914,46,No,Travel_Rarely,Research & Development,3.7282260000000003,3,Medical,1,Male,4,Sales Executive,Single,5358.427442550001,6.0,Y,12,8,0,19.0,3,10,0,9,7.095702811244723,8.36138888888889,1766.83,1.9461682556725002,17,3.0,2.0,3.0,2,3
3915,35,No,Travel_Rarely,Sales,4.970968,4,Life Sciences,1,Male,1,Laboratory Technician,Married,2857.44093957,2.0,Y,20,8,1,17.0,4,7,0,7,7.138200580098056,8.180277777777778,1777.4119444444445,1.4162966483586112,9,4.0,3.0,3.0,3,4
3916,30,No,Travel_Rarely,Sales,5.592339,4,Marketing,1,Male,1,Laboratory Technician,Married,10127.02148514,1.0,Y,17,8,1,10.0,3,10,0,8,6.757579205711667,8.079166666666667,1682.6372222222221,1.9677340404808334,19,2.0,4.0,2.0,3,3
3917,47,No,Non-Travel,Research & Development,1.8641130000000001,2,Life Sciences,1,Female,2,Sales Executive,Married,4592.10845835,7.0,Y,12,8,1,4.0,5,1,0,0,7.314935296742501,8.698333333333334,1821.418888888889,1.7443324528086113,13,3.0,2.0,1.0,3,3
3918,46,No,Travel_Rarely,Research & Development,0.621371,4,Technical Degree,1,Female,3,Sales Executive,Divorced,11560.96685709,4.0,Y,20,8,0,13.0,1,10,0,3,9.117412985274168,10.534166666666666,2270.2358333333336,2.5670175607497225,18,3.0,4.0,2.0,3,4
3919,36,Yes,Travel_Rarely,Research & Development,0.621371,3,Medical,1,Male,2,Manufacturing Director,Divorced,3919.83771312,5.0,Y,20,8,0,16.0,3,2,2,2,10.328548639000278,11.115,2571.808611111111,0.9783998648883333,2,2.0,1.0,3.0,3,4
3920,32,Yes,Travel_Rarely,Research & Development,16.155646,3,Medical,1,Female,2,Research Director,Single,10244.291511509999,6.0,Y,13,8,2,10.0,3,0,0,0,6.426682284694167,7.710833333333333,1600.243888888889,1.9250805291433335,20,1.0,2.0,3.0,3,3
3921,23,No,Travel_Rarely,Sales,3.7282260000000003,4,Life Sciences,1,Male,3,Manufacturing Director,Single,11984.764477140001,1.0,Y,14,8,2,3.0,2,3,1,2,5.572168674698611,6.986944444444444,1387.47,1.5880979226516667,18,3.0,2.0,1.0,3,3
3922,31,No,Travel_Frequently,Sales,1.8641130000000001,3,Marketing,1,Male,2,Sales Executive,Single,5365.39397877,2.0,Y,18,8,1,9.0,3,5,1,4,6.0268150379294445,7.308055555555556,1500.6769444444444,1.7101090714127778,18,4.0,4.0,2.0,3,3
3923,39,No,Non-Travel,Research & Development,1.8641130000000001,3,Life Sciences,1,Female,2,Manufacturing Director,Married,12744.116925119999,1.0,Y,11,8,0,9.0,3,9,5,8,9.82488174921889,11.1725,2446.3955555555553,1.9300019845372223,9,4.0,4.0,3.0,2,3
3924,32,No,Travel_Rarely,Research & Development,3.7282260000000003,3,Technical Degree,1,Male,1,Research Scientist,Married,4249.5870942,3.0,Y,11,8,2,10.0,0,4,0,2,7.439197902721945,8.333055555555557,1852.3602777777778,1.1051756307469445,5,4.0,3.0,1.0,2,3
3925,40,No,Travel_Rarely,Sales,3.7282260000000003,3,Life Sciences,1,Male,3,Manufacturing Director,Single,12170.53877634,1.0,Y,11,8,1,21.0,6,21,12,8,7.271415662650556,8.719722222222224,1810.5825,2.1710828257983334,20,2.0,2.0,2.0,2,3
3926,45,No,Travel_Rarely,Research & Development,11.806049,4,Medical,1,Male,1,Sales Representative,Married,8265.79522503,4.0,Y,15,8,0,9.0,2,5,0,3,7.133418116911945,8.724166666666667,1776.2211111111112,2.191446813165278,21,3.0,3.0,4.0,3,3
3927,30,No,Travel_Frequently,Sales,5.592339,3,Life Sciences,1,Male,1,Research Director,Single,11125.558343339999,0.0,Y,12,8,1,10.0,2,9,0,7,5.690549977688334,7.008055555555556,1416.9469444444444,1.7533449015930556,21,4.0,1.0,3.0,3,3
